001,Newfoundland and Labrador,St. John's,CMA,Population and dwelling counts,Population in 2011,1,196966,,,...,,...,   
001,Newfoundland and Labrador,St. John's,CMA,Population and dwelling counts,Population in 2006,1,181113,,,...,,...,   
001,Newfoundland and Labrador,St. John's,CMA,Population and dwelling counts,2006 to 2011 population change (%),,8.8,,,...,,...,   
